,Player Name,Nation,Squad,Matches Played,Minutes Played,Gls 90,Ast 90,G+A 90,xG 90,xAG 90,Age,Yellow Cards,Red Cards,Fouls commited,Fouls Drawn,Interceptions,Loose Ball Recovered,Aerial Duels Won %,Crosses,Shots on Target pr 90,Shots Total pr 90,Goals pr shot,Goals pr Shot on target,Average shooting distance,Short Cmp %,Medium Cmp%,Long Cmp%,Passes lead to shot,Completed passes into 1/3 offensive pitch,Completed passes into penalty area,Completed crosses into penalty area,Progressive passes,Tackles,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Tackle succes %,Number of times dribbled,Blocks total (shots+passes),Shots blocked,Passes blocked,Clearances,Shot creating actions 90,Completed liveball passes lead to shot,Completed deadball passes lead to shot,Succesfull dribbles lead to shot,Shot lead to another shot,Fouls Drawn lead to shot,Defensive actions lead to shot,Goal Creating Action 90,liveball passes lead to goal,Deadball passes lead to goal,Dribbles lead to goal,Shots that lead goal scoring shot,Fouls drawn lead to goal,Defensive actions lead to goal,DF,FW,MF,Prediction,market_value,difference,difference %
1675,todd cantwell,eng ENG,Norwich City,2.032163783141343,0.01501655848935909,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.3466822135798626,-0.11392907542030695,-0.5799278706429927,-1.1790263730473627,-0.3041753519952772,-0.9711211133006227,-0.774409848639056,-1.0061437066436238,-1.1419383473858933,-0.6997216845560075,-0.5019939379969932,-0.23866319365903726,-0.22903293776485006,-0.6578750410617571,-0.7262732797114314,-0.24504323040575107,-0.4156547194008337,-0.5338861688299915,-0.4327069774576519,0.4461481840049508,-0.24922600841868264,0.3180984947602515,-0.6279108018223069,0.08843767097680393,-0.2617655949217483,-0.17527025465695686,-0.26958405945206265,-0.20392757776906761,-0.4701163034177633,0.2872058857627692,0.1808123909586578,-0.5744086545391048,0.5966681364714743,-0.5203156811199144,0.15856096514972542,-0.025303801280362175,1.0014139907499549,-0.13209545449709786,0.40795845510891776,-0.610837956549423,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,1.0,0.0,9.5,18.0,-8.5,-47.22
1676,andy carroll,eng ENG,Reading,-0.45648643584471726,-1.2208828309373208,-0.0554689071376183,-0.5980096257532103,-0.3202228473481712,-0.23651383773172116,-0.6982417626934422,1.643354689953776,0.8042605354417761,-0.3041753519952772,-0.44055593435282986,-0.8891376084995358,0.7273352861758228,-0.14042689606758146,-0.8563239212635565,-0.4381974744113355,-0.2979562111215034,-0.35650022256985203,-0.4385134990142451,-0.4463466079310032,-1.1377039671310591,-1.3951935104531725,-1.414661364083786,-1.0997798308337818,-0.7381869326603919,-0.7753459153244485,-0.7833742421652848,-0.6279108018223069,-0.8783343195527904,-1.1974531911973472,-1.011720636488096,-1.0379028679375384,-0.8229777481582592,-1.1338367357033525,-0.978376941935265,-1.166510648988575,-0.7791920645233615,-1.0167635258704972,-0.5577052010753253,-0.8077323048155564,-0.8334394850199927,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,-0.38148490964184534,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,1.0,0.0,0.46,0.72,-0.26,-36.11
1677,craig cathcart,nir NIR,Watford,-0.10096497598956576,0.415848792898012,-0.5723654820758671,-0.21067411429916952,-0.5016723349688098,-0.6529792901155487,-0.7561264804377623,1.643354689953776,-1.1790263730473627,-0.3041753519952772,-0.5644341405485988,-0.5192394861907468,-0.8079171736684373,-1.158776368283714,-0.4405647774583349,-0.4963345742918139,-0.7488301980756793,-0.8477953016795851,-0.6578750410617571,-0.7262732797114314,-0.7169401594064658,-0.35179020794638133,-0.2656384372008032,-0.45603517246119335,-0.5879266331434103,0.02230404716240286,-0.47595755739623663,-0.37803609829948726,0.0526004333968286,-0.7224432954950732,-0.484208093647756,-0.6358377287512827,-0.8229777481582592,-0.5519459878888872,-0.08948409738697505,0.5646723513964559,1.5784203292360703,-0.2664958812556328,0.991760493547464,-0.8344496038866505,-0.6779198802162449,-0.41294118952448305,-0.5119602274269239,-0.29457998754975606,-0.610837956549423,-0.48143675468883057,-0.5404352703173503,-0.36252769157858417,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,0.35,1.35,-1.0,-74.07
1678,tahith chong,nl NED,Birmingham City,0.6100779437207372,0.3557239577367141,-0.5723654820758671,0.2981066744753678,-0.2626860905609329,-0.5275902833936517,-0.05778338353096675,-0.8269592662648558,-0.5179307368843165,-0.3041753519952772,-0.5887317951400525,-0.6412201504102232,-1.0061437066436238,-0.9041013022041721,-1.0449037061755295,-0.5518992361244834,-0.6128988967576455,-0.4807002630663009,-0.6578750410617571,-0.7262732797114314,-0.906783373810167,-1.1965337033405763,-1.0647829675349132,-1.1161477187521043,-0.09898908373087051,-0.5907561034270891,-0.5238747329574044,-0.06543980927701326,-0.6714070141906683,-0.6945467014048003,-0.7396850202251408,-0.4345338601438599,-0.4583676901747948,-0.989469418711995,-0.374837206650967,-0.8478984080953933,-0.5379641493724152,-0.7569922595831015,-0.8077017952869988,-0.14528223593126183,-0.35292637576940195,0.7903261413398807,0.3829754240518185,-0.24733770615622314,0.7174984401236281,0.15367529145734438,-0.03971049416463265,-0.1620744279716014,1.9957983015757554,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,2.38,3.15,-0.77,-24.44
1679,hamza choudhury,eng ENG,Watford,2.032163783141343,2.2563368025577435,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.5455651236636113,-0.6947637109834832,-0.33289647502112946,-1.1790263730473627,-0.3041753519952772,-1.1547476504589798,-0.9263911627071055,-0.9070304401560306,-1.0288078944786583,-1.5015888058990454,-0.5281041841822521,-0.6725522016526099,-0.6874989250893048,-0.6578750410617571,-0.7262732797114314,0.11098262814534762,-0.35179020794638133,-0.2486822637643927,-0.10897825620785123,-0.5879266331434103,0.5272973774955286,-0.1685408726271884,-0.6279108018223069,0.581943816388772,1.616519763138052,1.385504524563027,2.178618245552507,-0.8229777481582592,-0.44478740841620945,1.0901346137127033,1.192575730390733,0.9354351309380436,0.9517984751934864,-0.14000561294599773,-0.7113446266517798,-0.27830123380245314,-0.24846579897467774,-0.5119602274269239,-0.29457998754975606,-0.610837956549423,0.6471436438586903,-0.6071565541024904,-0.36252769157858417,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,3.43,3.6,-0.17,-4.72
1680,cyrus christie,ie IRL,Hull City,0.9655994035758887,0.38244610669729096,-0.35117100180949945,-0.5980096257532103,-0.528108142141325,-0.5728173008470988,-0.5193705318955435,0.9022605030881865,-0.5179307368843165,-0.3041753519952772,-0.6158177051764253,-0.7770472684059634,-0.9660168781061367,-0.9384789282038895,-1.4046562251900456,-0.5205154919412163,-0.5583925551840755,-0.6988895233978978,-0.26942231035262154,-0.25972882674405134,-1.219858724965446,-1.324158481972881,-1.3331985065485352,-1.1751521401790934,-0.5252195790142762,-0.5942609732732409,-0.3477635552455808,0.18139997881840456,-0.6306882924220567,-0.7418941317415024,-0.6900089511684266,-0.7123440507826754,-0.1672042625764877,-0.8639326213282044,-0.8828612568259794,-0.8953512950369305,-0.5188741704755773,-0.830429706170677,-0.4697298600037689,-0.8122632204296482,-0.6433374973535129,-0.41294118952448305,-0.5119602274269239,-0.5185998380287694,-0.610837956549423,-0.024521613576473825,-0.6595611251726005,-0.5358608077563874,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,1.12,0.9,0.22,24.44
1681,jack clarke,eng ENG,Sunderland,2.743206702851646,2.9678140186331023,-0.18609006864228445,0.2554178754172306,-0.011177621702916718,-0.3910394806976667,-0.15020018610988067,-1.073990661886719,-0.5179307368843165,-0.3041753519952772,-1.0013936009883344,-0.7994653364246781,-0.7525421502867052,-0.7050267842976427,-0.5343036847187125,-0.3185791051882281,-0.24463367111185505,-0.399242939209171,-0.18853274172260204,-0.23976072415704797,-0.957620737958085,-1.0148954973921238,-1.0197038019887203,-0.9141592349300461,0.662073417562818,-0.5771260540253851,0.15069953078682252,-0.14839416429268584,-0.3582776625782501,-0.21723341719966008,-0.4704880364797118,-0.26632847128051396,0.8348176233924574,-0.7734722820369447,-0.08411134009957855,-0.11407340646375547,-0.23078903439602996,-0.0017922491526537257,-0.4752283188207416,-0.36941152830832913,0.25054631699312563,0.007902724756799834,0.7596210039907142,0.05135542781579473,1.8050141375437243,-0.48143675468883057,-0.22843898379169536,0.46404723658903463,-0.27162260048869397,-0.26818175823197155,0.43975251202088067,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,3.49,3.15,0.34,10.79
1682,jake clarke salter,eng ENG,QPR,-0.8120078956998688,-0.4359197052203755,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.5641197974906668,-0.6038375019945514,-0.33289647502112946,1.4653561716048225,-0.3041753519952772,0.5966750911577159,-0.781003398056325,1.409491371313101,0.30823620243893796,-0.5661791986276511,0.30575160901495974,-0.6425968751220928,-0.8048735579548669,-0.6578750410617571,-0.7262732797114314,-1.2061881732618047,-0.8432945260758975,-0.7992354092734675,-0.8114295688594002,-0.7275385649780864,-0.42992152048698434,-0.6228205889863084,-0.45390898398455415,-0.503055339977756,-0.25971813847475583,0.23349282786685754,-0.4779417024311748,-0.8229777481582592,-0.3119399387141884,-0.9162917466142296,-0.7360451745903399,0.26555041692174464,-1.1197951673515745,0.13070184280960326,-0.6885390180608522,-0.6449553866102494,-0.41294118952448305,-0.5119602274269239,-0.4088758296308856,-0.2820985893152289,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,3.02,1.8,1.22,67.78
1683,sam clucas,eng ENG,Stoke City,-0.8120078956998688,-1.351153307120133,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.4800439317118224,-0.6982417626934424,1.3963232943319128,-1.1790263730473627,-0.3041753519952772,-1.1256701293905198,-0.9550731026722256,-1.0061437066436238,-1.2454220174870847,-0.6853144420337853,-0.6234130138535671,-0.7488301980756793,-0.5892354335902235,-0.6578750410617571,-0.7262732797114314,-0.8682363614342724,-0.9561761855896519,-0.9167310888121384,-1.0908468163928566,-0.6908608540723664,-0.8065003139569146,-0.48466977113463083,-0.1423243334378804,-0.9021464375461303,-0.6958263616841703,-0.4629183497663077,-0.7774558142136482,-0.40328271738592575,-1.0108845194421707,-0.7395877291620511,-0.5055597237314419,-0.36268343404690706,-0.42487962800048046,-0.6456805421468822,-0.7225510912706333,-0.865797270154713,-0.30639842641529746,-0.5119602274269239,-0.42716316436386614,-0.610837956549423,0.24962747109093966,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,-0.99,1.35,-2.34,-173.33
1684,callum connolly,eng ENG,Blackpool,2.3876852429964948,2.6638495742065404,-0.5089175916836722,-0.5030488278483736,-0.5854812097200657,-0.5149789035268251,-0.6820936654686321,-0.33289647502112946,-1.1790263730473627,-0.3041753519952772,-0.7755449099497477,-0.46879883314863974,-1.0061437066436238,-0.8726177110462672,-1.315855777831054,-0.16076003095516028,-0.6590671577505559,-0.6692157839928009,-0.5333416656285344,-0.39064120024669857,-1.272569217591989,-1.3078665907449074,-1.3665311551842145,-1.2209431444122145,-0.5577562580435443,-0.4167782585639128,-0.44422020734922996,-0.18683642637311973,-0.5553229389731368,-0.6702331560967636,-0.6043768702230448,-0.5647573870058048,-0.3941018885877812,-0.9080643439967272,-0.5360199252728863,-0.533946718598255,0.07204744901289183,-0.7361667150284156,0.2890574567384048,-0.8285594135883316,-0.5426238911216975,-0.34035893215635044,-0.3365142094211992,-0.006554465505310923,0.014149096273724907,-0.48143675468883057,-0.6326385018908774,-0.39672266007624635,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,1.54,1.08,0.46,42.59
1685,jack cork,eng ENG,Burnley,2.743206702851646,2.58368312732481,-0.5723654820758671,-0.22896931389551442,-0.5102660184149836,-0.6376137008525185,-0.642096070804102,1.643354689953776,-0.5179307368843165,-0.3041753519952772,0.7153751086700605,-0.3095646147215939,1.2602195691536497,0.9215961928522718,0.7063211106314516,-0.6234130138535671,-0.6398175149285397,-0.7734990612384668,-0.6578750410617571,-0.7262732797114314,0.19527340968342755,0.4324097008049131,0.4997157879946187,0.39487167393048883,-0.25368620311547896,2.4180773019990234,-0.23419362615580117,-0.6279108018223069,1.1920102793781364,2.024219528145443,0.768575057420602,3.367450526196346,0.10297441348320145,-0.0722477315329473,3.72517357666512,1.5226275065287491,0.44603749012820876,1.6878170630077751,1.7430332499064425,-0.37104265792940194,0.6143691636016337,-0.41294118952448305,0.056227335472350023,-0.6709942941369419,0.0638422564370337,-0.48143675468883057,0.14937816433576495,1.0111667325516247,-0.27162260048869397,1.9308519648343392,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,3.57,2.7,0.87,32.22
1686,harry cornick,eng ENG,Luton Town,0.9655994035758887,-0.9302794609910474,-0.5723654820758671,0.4876797902927315,-0.1736391611377231,-0.2808711048495254,0.03140379960298684,0.1611663162225969,1.4653561716048225,-0.3041753519952772,-0.45250560054534805,-0.2789046099312927,0.6876097259237098,0.09425302019579809,-0.5089583657206951,-0.4424419971902201,-0.5833038576596258,-0.24559294316437558,-0.6578750410617571,-0.7262732797114314,-0.6720836616288904,-0.7977844533220655,-1.2014620821579614,-1.2578383550979124,-0.5234448510672252,-0.8372652826064745,-0.34558550181098224,0.1854465327216082,-0.8679760482256877,-0.8166262920567309,-0.8783049081643507,-0.49259184920314286,-0.559356806954387,-0.7067439358393397,-0.6416841519250328,-0.46742793958199114,-0.7791920645233615,-0.1124964596801927,-0.7990875431404088,-0.5390943180560613,-0.6617409876488849,-0.1452524972126541,-0.5119602274269239,-0.36468143735951525,-0.610837956549423,-0.48143675468883057,-0.179546059236592,-0.17976148064280506,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,1.0,0.0,1.99,0.81,1.18,145.68
1687,charlie cresswell,eng ENG,Millwall,0.9655994035758887,1.0805622482923616,0.1674718453413776,-0.31225603205792174,-0.046043423113107086,-0.4213357840559053,-0.3082031066480245,-1.5680534531304455,-0.5179307368843165,-0.3041753519952772,-0.7631969215508124,-1.0078214980103772,-0.5125837156325322,-0.7600134462920892,-0.3616106396134685,-0.3597381139531684,-0.26347155686815965,-0.42430673116521095,0.606881349805927,0.5553243325899603,-0.9867035222314579,-0.745193215779478,-0.631992467857932,-0.7100305497315167,-0.5163459392790217,-0.0573343843418385,-0.33687328807258865,0.20163274833442146,0.01402480224761727,-0.17884360881854966,0.3863058783937005,-0.7042050803538042,-0.28524348998120713,-0.28595566778511705,-0.5097531118678327,0.4180768256663466,0.6438790896045241,0.13412183109897974,0.5181599074455834,-0.7290454036508315,-0.5300852493819934,-0.2764332742908391,-0.5119602274269239,0.2662316109283176,-0.610837956549423,-0.48143675468883057,-0.46371930029718933,-0.6537744922310835,0.8430567398547408,-0.26818175823197155,0.6731415836459514,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,2.63,0.9,1.73,192.22
1688,luke cundle,eng ENG,Swansea City,-0.45648643584471726,-0.7098217320662883,-0.2626932097029527,-0.13453123597914476,-0.24819959560881139,-0.22056841491159612,-0.20386155534925027,-1.5680534531304455,2.7875474439309147,-0.3041753519952772,0.5632160258186664,1.3098111221596633,-0.015011041767691755,0.28753946841870004,-0.6660299601874687,0.2319226370428483,-0.47501174937748153,-0.5901305690172249,0.08018514728559978,0.1601611809265898,-0.7768802707224348,-0.6957144144952495,-0.6975136238717716,-0.6485695493332722,-0.2057685485451031,-0.4900884528459338,-0.25130690314193255,0.14093443978636824,-0.6735501048100686,-0.9364024942057959,-0.9786032571169536,-0.7286219916404189,-0.32458989911611336,-0.918670357246284,-0.8948007174646403,-0.9970360527687975,-0.614324064959765,-0.9016749901735498,-0.7703122753315873,-0.18563759100077112,-0.14381418933627385,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,-0.022062219371262015,0.01833350927468374,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,4.03,0.18,3.85,2138.89
1689,greg cunningham,ie IRL,Preston,-0.45648643584471726,0.16532864639260395,-0.3593202721351024,-0.5980096257532103,-0.5338372644387741,-0.60920185655484,-0.8174892498920415,1.1492918987100496,0.14316489927872983,-0.3041753519952772,-0.3055247063773788,-0.46484270349827767,0.38906612160480497,0.1187207693129441,-0.10863701082207496,-0.5057239731663159,-0.46626191173111037,-0.7834798212495325,0.3875198077584164,-0.16278088941742974,-0.9223927777986993,-0.8058261546594571,-0.8878529634723941,-0.7470653387678537,-0.8801651684244692,-0.18506741873494764,-0.6125526227946295,-0.44278096075074413,-0.40363974735556174,-0.5256315445279134,-0.46244524434671946,-0.24353935407967278,-0.8229777481582592,-0.6023453197797322,-0.3569280156929749,-0.7762953911925364,-0.6203981491542132,-0.612309528992652,0.06307079936084546,-1.0514955648536883,-0.9535677623326407,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,0.73,0.81,-0.08,-9.88
1690,fankaty dabo,eng ENG,Coventry City,0.6100779437207372,0.506036045639959,-0.5723654820758671,-0.2843776326730153,-0.5362926025662523,-0.6597923344114205,-0.6187434378943761,0.1611663162225969,-0.5179307368843165,-0.3041753519952772,-0.4564888226095208,-0.6781440271469288,-0.7653827354187008,-0.7367734695320755,-0.6853144420337848,0.9200498148316955,-0.6561848582905747,-0.8264463217456011,-0.6578750410617571,-0.7262732797114314,-0.3818801950547036,-0.6517828979298687,-0.8450315700077029,-0.7834022360509946,-0.34774678430917966,-0.3703387331023928,-0.03661306458864929,0.5860553691387603,-0.17825805054860056,-0.10206399205632756,-0.027661363745578246,-0.16974602219123713,-0.03604956546013343,-0.2713250925017841,-0.16649361850633643,-0.3021902082677077,-0.6056468018248388,-0.008368736906763796,0.08011602169345958,-0.5962895761579453,-0.3804304931339129,-0.14658428175151894,-0.1900409283338506,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,-0.41644713567208985,-0.18211975433229904,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,2.56,0.72,1.84,255.56
1691,tendayi darikwa,zw ZIM,Wigan Athletic,2.032163783141343,1.5348387806221682,-0.5723654820758671,-0.49067778812132123,-0.6331966139973917,-0.6632713357539933,-0.555144778055123,0.9022605030881865,-1.1790263730473627,-0.3041753519952772,-1.2531332354440432,-0.9788098805743937,-1.0061437066436238,-1.2454220174870847,-0.6036870056472577,-0.6234130138535671,-0.7171249040158879,-0.8389782177236209,-0.6578750410617571,-0.7262732797114314,-1.1550550519856813,-1.4137192076082,-1.4100847990537158,-1.3477454233564796,-0.5678130497434991,-0.624247081956989,-0.2631306217868949,0.35135524275295493,-0.7002196769626086,-0.5750264313116082,-0.44399413298279666,-0.5604166027770723,-0.3613132143086916,-1.162340973226966,-0.17604518701726407,-0.7970560292294587,-0.4737524021739611,-0.7317823898590069,-0.6192879398254147,-0.8064032362354226,-0.5114795229295284,-0.41294118952448305,-0.22867124422501914,-0.40278005138655815,-0.610837956549423,-0.48143675468883057,-0.526658810912321,-0.34248236521788544,-0.27162260048869397,-0.26818175823197155,0.0921517670473717,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,0.49,0.45,0.04,8.89
1692,keinan davis,eng ENG,Watford,0.2545564838655857,-0.025066664951506203,0.6353563801785,-0.5980096257532103,0.1654430342670152,0.7792095959102822,-0.6947637109834832,-0.5799278706429927,-1.1790263730473627,-0.3041753519952772,-0.8595908955037893,-0.6821001567972903,-0.708803907180844,-1.1371149559828715,0.01055945316134965,-0.6234130138535671,0.8657207262126236,0.6335643164650747,0.18872341027785858,0.03428748751599141,-0.8224597303689516,-0.41432188186435726,-0.37302753563140295,0.4771112381272629,-0.5879266331434103,-0.6510203932817648,-0.1685408726271884,-0.6279108018223069,-0.5355588810386643,-0.8488737310968638,-0.9516362482004518,-0.769859441813368,0.1488785574739259,-0.5907054740811324,-0.6792934529368142,-0.4818332802606725,0.07812153320734104,-0.6725940000720058,-0.6379826998031208,-0.23757698699030788,-0.17839657219900515,-0.41294118952448305,-0.1143898930469785,0.4582486256246156,-0.610837956549423,0.6471436438586903,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,1.0,0.0,5.46,2.7,2.76,102.22
1693,troy deeney,eng ENG,Birmingham City,3.0987281627067977,1.8755461798695232,-0.2649051545056165,-0.4526934689593868,-0.3992028904487203,-0.2857996900848376,-0.4721684015460984,1.8903860855756391,-0.5179307368843165,-0.3041753519952772,-0.699465368524051,-0.3662691397101075,-0.8945911233094097,-1.0869516853914467,-1.3243042174970594,0.14536009673408296,-0.5198932695400434,-0.6517830215519483,-0.2449726384785766,-0.2074758480117055,-1.0529531189491073,-1.442862928936489,-1.3521073477311096,-1.052769842338411,-0.304561737597607,-0.5501580277091571,-0.048125632742956836,-0.06543980927701326,-0.522462216142328,-0.4455248110393306,-0.5424000602570498,-0.20827048222123049,-0.2760626611830626,-0.9740726997387478,-0.29185795521227514,-1.0245756746545116,-0.5379641493724152,-0.985525209038469,-0.6038922551378931,-0.6680139703290171,-0.296704724097826,-0.32038216407337816,-0.5119602274269239,-0.24733770615622314,0.18616388145440765,0.15367529145734438,-0.42770241296378053,-0.1620744279716014,0.4841843668661225,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,1.0,0.0,0.85,1.35,-0.5,-37.04
1694,liam delap,eng ENG,Stoke City,1.6766423232861918,0.4859944339195263,-0.4047233496634623,-0.5980096257532103,-0.5657566600959907,-0.016177086035440266,-0.6982417626934424,-1.8150848487523086,-1.1790263730473627,-0.3041753519952772,-1.1256701293905198,-0.9550731026722256,-0.877737855323665,-1.0910734925903924,-0.6853144420337853,-0.6234130138535671,-0.08178375162292668,-0.016348760309311185,-0.5481942700380013,-0.5620496322669136,-1.1048420639973053,-1.1730042809089487,-1.4720209791273344,-1.0625589373299253,-0.5962086968963151,-0.7753459153244486,-0.6340220066499579,-0.6279108018223069,-0.9211961319408023,-1.1053176510826819,-0.992796419704586,-0.9510871833629083,-0.6131302327720924,-1.0108845194421707,-0.7395877291620511,-0.9800885931468196,-0.6403558543645433,-0.8633121449412338,-0.6163554284563634,-0.5413144667069668,-0.6392927742116732,-0.41294118952448305,0.5181815296709098,0.5481613547284366,0.9181823561677591,-0.48143675468883057,-0.35161673847195385,-0.27645070191205623,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,0.7777265394440026,-0.17282534396494637,0.0,1.0,0.0,3.17,1.35,1.82,134.81
1695,amad diallo,ci CIV,Sunderland,0.6100779437207372,-0.38581567591929383,0.3289438159358258,-0.2676505930420719,0.10520540553954959,-0.1391018001396816,-0.4642185690661917,-1.5680534531304455,-0.5179307368843165,-0.3041753519952772,-1.2531332354440432,-0.9036434172175277,-1.0061437066436238,-1.176140577334592,-0.29248240442362927,-0.6234130138535671,0.039993400561271514,-0.08809386478347565,0.06419003484463534,0.010866955977028313,-0.8174318591894881,-0.9501895857051496,-0.8943669410318618,-0.5421922356992478,-0.4128201423677155,-0.5463610853758252,-0.24259468940353848,-0.6279108018223069,-0.5087702482961575,-0.8237923896212053,-0.844241317954033,-0.5235199368328555,-0.6157533267144196,-0.7734722820369447,-0.838685252462935,-0.8504405270386898,-0.7791920645233615,-0.6079252038232451,-0.8227309160533897,-0.20953061933908132,-0.32461331377652164,-0.41294118952448305,-0.0033277348598686435,0.29213866846670694,0.2951065787355072,-0.48143675468883057,0.12722777862571819,0.09143999364899524,-0.27162260048869397,0.7160882934520993,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,1.0,0.0,4.99,13.5,-8.51,-63.04
1696,grady diangana,eng ENG,West Brom,2.3876852429964948,1.808740807468081,-0.28783952956481346,0.02437564051482036,-0.19123575105131743,-0.11648829141295806,0.1633213323164359,-0.5799278706429927,2.1264518077678685,-0.3041753519952772,-0.2796337629602579,-0.5119865818317514,-0.1008824548379144,-0.536471179268414,-0.18567290391186034,-0.6234130138535671,-0.3714548473510204,-0.16055507759924112,-0.3571669271716266,-0.14738492246950693,-0.7937055651269173,-0.7680599424527459,-0.7806850656849158,-1.0195688053329703,0.8992953864852965,0.01792295985471152,1.380988570844328,0.13284133197996098,0.620876629307881,0.2152917572275175,-0.0011674602486655735,0.2882067139399352,0.4098764047354697,-0.5118019046666747,0.22512069044173344,1.9467376835687413,-0.7791920645233615,3.0102391422303203,-0.8062355396024729,0.0999611232074732,0.7973928857698926,0.08780979708868891,1.303664619458007,0.4750120157965135,0.10780159042765235,1.2365641758936288,-0.08040957685138461,0.45461414183105875,-0.27162260048869397,0.9029750121262897,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,1.0,0.0,6.16,7.2,-1.04,-14.44
1697,kieran dowell,eng ENG,Norwich City,0.6100779437207372,-0.9837237589122012,-0.13277055708333907,0.7178508252143618,0.24352278672082084,-0.2782618538425963,0.7655211426693614,-0.33289647502112946,-0.5179307368843165,-0.3041753519952772,-1.065125154015096,-0.6966059655152823,-1.0061437066436238,-0.976364475223987,0.10455344616043302,-0.47163916903284986,0.22291647700363887,-0.27128332991931736,0.04316788706508203,-0.28585531611022513,-0.21402159384748667,-0.4507999326531372,-0.587889636184821,-0.4656474682085657,-0.042493577416414546,-0.4560133293416743,0.02437243158010839,-0.38916412153329727,-0.3611351167374509,-0.8053652815982723,-0.8451875287932086,-0.39763719419964194,-0.8229777481582592,-0.8796616435886446,0.2872058857627692,-0.8190877267380309,-0.5744086545391048,-0.6967077885037477,-0.9096065653615517,0.20489712882983638,-0.12075926742778592,-0.09864003835238573,-0.13209545449709786,-0.3113433777216553,-0.610837956549423,-0.48143675468883057,0.6193985440367513,0.18105439384976413,-0.27162260048869397,1.201993762004995,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,3.92,2.25,1.67,74.22
